year	month	day	hour	minute	second	U(m/s)	V(m/s)
2023	6	2	5	40	0	NaN	NaN
2023	6	2	5	50	0	NaN	NaN
2023	6	2	6	0	0	-0.269849532	-2.698850891
2023	6	2	6	10	0	NaN	NaN
2023	6	2	6	20	0	NaN	NaN
2023	6	2	6	30	0	NaN	NaN
2023	6	2	6	40	0	NaN	NaN
2023	6	2	6	50	0	NaN	NaN
2023	6	2	7	0	0	-0.402798293	-2.26259946
2023	6	2	7	10	0	NaN	NaN
2023	6	2	7	20	0	NaN	NaN
2023	6	2	7	30	0	NaN	NaN
2023	6	2	7	40	0	NaN	NaN
2023	6	2	7	50	0	NaN	NaN
2023	6	2	8	0	0	-0.89488918	-2.214983659
2023	6	2	8	10	0	NaN	NaN
2023	6	2	8	20	0	NaN	NaN
2023	6	2	8	30	0	NaN	NaN
2023	6	2	8	40	0	NaN	NaN
2023	6	2	8	50	0	NaN	NaN
2023	6	2	9	0	0	-1.531960391	-2.073950192
2023	6	2	9	10	0	NaN	NaN
2023	6	2	9	20	0	NaN	NaN
2023	6	2	9	30	0	NaN	NaN
2023	6	2	9	40	0	NaN	NaN
2023	6	2	9	50	0	NaN	NaN
2023	6	2	10	0	0	-1.997581842	-0.851357825
2023	6	2	10	10	0	NaN	NaN
2023	6	2	10	20	0	NaN	NaN
2023	6	2	10	30	0	NaN	NaN
2023	6	2	10	40	0	NaN	NaN
